idx,smiles,valid
140,CC#CC1C(O)C1C#N,1
141,CCC1CC=CC12CO2,1
142,O=C1C2CC3C2N1CC13,0
143,CC1=CCC(=O)C1CO,1
144,OC1CC2CC12O,1
145,CCC(O)(C#N)CC=O,1
146,OC1COC2C3OC12C3,1
147,CC(C)OCC(=O)C=O,1
148,CC1(C)C2C3CC3C2O1,1
149,COCC(=O)CCC#N,1
150,COC1CC2CC12CO,1
151,O=C1CCOC(=O)C1,1
152,CC1CC(CO)OC1=O,1
153,COC12C3C4C3C1C42,1
154,O=C1CN2CC1CO2,1
155,CC(C)CC1COC1=O,1
156,OC1C2OC3CC23CO1,1
157,CCC12CC(C)C1OC2,1
158,CCCCC1CC1O,1
159,C#CC1CC=C(C)C1O,1
160,CCCN1CC2C(C)O1,0
161,CCCC12OC1C(=O)C2,1
162,CC(=O)C1=CCCC1,1
163,OC1CCC1CC1CO1,1
164,CCOCC1OC1C,1
165,CC(=O)C12CC(O)C1C2,1
166,O=C1NC2(C3CN3)C1C2,1
167,CCC1C(CO)C1OC,1
168,COC1CC2CC1C2O,1
169,CN=C1OC2CC1C2O,1
170,CC1CCC2OCC12O,1
171,O=C1C2C3CC1(O)CC32,1
172,CN1C(=O)CC(=O)O1,1
173,CC(C)(C#N)CCC#N,1
174,C#CC1C(=O)C2C(C)C12,1
175,C1=CCC=C2C3CC1C23,1
176,CCC1OC12COC=N2,1
177,CC(=O)OC(C)C#N,1
178,CC1(C)COCC2CC21,1
179,C#CC(CC=O)CO,1
180,CC(C)C(C)C(C)O,1
181,CC1CCC2CC1(O)C2,1
182,CN1CC(=O)NC1=N,1
183,COC(C)c1cnno1,1
184,CC(CO)C1C2CC1C2,1
185,CC12CC(CO)C(O)C1N2,1
186,CC1CC2OC(=O)C2N1,1
187,CCCCC1OC1C#N,1
188,CC12CN1CC1(C)CC12,1
189,OC1C2CCCCC2C1,1
190,CC12C=CC(CO1)C2=O,1
191,CCN=C(N)C(=O)NC,1
192,CC1(C)CC2CC1C2,1
193,CC12COCCC1C2,1
194,C#CC1(C)COC1=NO,1
195,CC1=C2CC(C)CC21C,1
196,CC1CC2(COC2)C1O,1
197,CC1CC(CCCO)O1,1
198,CC1C(C)CC1CO,1
199,C#CC1CC1C1CO1,1
200,CC1C(=O)C2C3C1CC23,1
201,CC(C)OC1CC1,1
202,C#CC1CCCC1CO,1
203,CC1C2C3CC1(O)C32O,1
204,C#CC(C)NCCC#N,1
205,O=CC1CCOCCO1,1
206,C#CC1CC(C)C1CO,1
207,C1=C2C3CC4C(C3)C1C42,1
208,CC(=O)CC(C)C#N,1
209,O=CC12CC1CCCO2,1
210,CC12CCC1(C)C2O,1
211,CC1CC1C1CC1,1
212,CC(C)(C)CCCO,1
213,CNc1cc(O)c(N)[nH]1,1
214,C1=CC2OCC1C1OC21,1
215,CC1(O)CC2C(O)C2C1,1
216,CC#CCCOC=N,1
217,COC1C=CC(=O)N1C,1
218,C1OC1C1(CC2CC2)C1,0
219,CC12CC1C(=O)CCC2,1
220,O=C1NCCCOCC1,1
221,CCC1(CC)CC(C)O1,1
222,CC1=CCCCCCO1,1
223,CC12OC3C(O)C1C32C,1
224,C#CC1C(=O)CC1(C)O,1
225,CCCC#CC1CO1,1
226,COC1CCCC1(C)O,1
227,CC1C(=O)C2CC1(C)C2,1
228,CC1CC2(CO2)C12CO2,1
229,CC1CCC2C(CO)C12,1
230,O=C1C=CCCCCO1,1
231,CC1CC2C(O)C(=O)C12,1
232,C1CC2(C1)COC1CN12,1
233,O=C1NCC2CCC2=O,0
234,CC1CC12CCC2(C)O,1
235,O=C1CC2CC(CO)C12,1
236,CC(C)C1OCCC1O,1
237,CN1C(=O)C2CC1C2O,1
238,CC1OC1CC1CC1O,1
239,COC1C=C(C)OC1=O,1
240,CC1=CCOC12CCC2,1
241,CC1C(=O)NC2CC2C1,1
242,CC12CC(CC1)C1CC12,1
243,CNc1cc(N)no1,1
244,CC12CC3CC(C1)C32C,1
245,CC1C=CCC(=O)O1,1
246,CC(C)(C)C(=O)CO,1
247,CCC1OC(=O)C2NC12,1
248,CC1(O)C2CCCC(=O)C21,1
249,C1OC1C1(CCC2)CN1,0
250,O=C1CC=CC(O)CC1,1
251,CCC1OC2CC(C)C12,1
252,CC1C(C#N)N2CC12C,1
253,CC12C3CC1C(=O)N2C3,1
254,OC1CC2CC1C1OC21,1
255,C1=CCC2CC23CC13,1
256,CCC1(O)CN1C,1
257,CC#CC(O)C1(C)CC1,1
258,C1C2C3OC4N1C4C23O,1
259,CC1C(C)C1CC(N)=O,1
260,C#CC1(C#N)CC(=O)O1,1
261,CNC(=O)C1C2CCN21,1
262,CCN=C1OCC12CC2,1
263,COC(C)(C)C1COC1,1
264,CCC1CC12CC(=O)C2,1
265,CC1=C(N)CCC2CC12,1
266,CC1CC(=O)C(C=O)C1,1
267,CC(C)C(=O)C1COC1,1
268,O=C1CN2CC12O,1
269,O=CC1(O)CC2CC2O1,1
270,CC(=O)OCC#CC=O,1
271,CN=C(CCC#N)C#N,1
272,O=C1CC2CC1(O)CO2,1
273,CC12CCC1CCO2,1
274,COCC(C)C#CCC,1
275,O=C1C=CCCCC1,1
276,CC12CC(O)C3(CN3)C12,0
277,CC#CC(C)OC(C)C,1
278,CC1(C)C2CC1(O)C2=O,1
279,CC1CC2(C)CC(C)C12,1
280,O=C1C2COC1C1CC12,1
281,CC(CO)C12CC(O1)C2,1
282,COC(C)(C)OC(C)=O,1
283,C1=CC(CCCO2)CO1,0
284,C#CC1=CC(=O)C(=O)C1,1
285,CC1C(C#N)C1(O)C#N,1
286,O=C1CC=CC1N1CC1,1
287,CC#CC1(O)CCC1C,1
288,CN=C1OC2CC1(O)C2,1
289,CC12OC1C1(C)CC1C2,1
290,CCC(O)C12CCC1O2,1
291,CC1CC1C(O)C#N,1
292,O=C1CCCC12CC2,1
293,O=C1CC2CC2CC1=O,1
294,CCC1C(CO)CC1O,1
295,C#CC1(C)C(=O)CCC1,1
296,OC1C2C3C1C1(O)C3C12,1
297,CC1=C2CN3CCC32C1,1
298,CC(C#N)N(C)C=O,1
299,C1COCC1C1CN1,1
300,CC1CC(C#N)C1(O)CO,1
301,O=COC12CCC1N2,1
302,C#CC(O)C(=O)CC,1
303,CC1(C#N)OCCO1,1
304,CCC(O)CC#CCO,1
305,CC1C2C(=O)CC12CO,1
306,CCC(O)CCOC=O,1
307,CC1C(=O)CC1CO,1
308,CC1=CCC2(CC2)C1O,1
309,CCC12CC(CC=O)C12,0
310,CCC12OC1C1OC12,1
311,CCC#CC(=O)C1CO1,1
312,O=C1C2OC3CC1C32,1
313,CC12CC3C(C#N)C1N32,1
314,CC1CC(C#N)C12CO2,1
315,C1=CC2OC2C(CC1)C2,0
316,CC(=O)C1C(O)CC1=O,1
317,OC1CC12C1CC3C2N13,1
318,O=CCC12CC1C(C)O2,1
319,OC1C=CC2OC3C1N23,1
320,CC1(C#N)CC(=O)C1,1
321,CC1CC(CO)C1(C)O,1
322,C1CC2(CC32CC3O)O1,1
323,COC1COCC1=O,1
324,CC1C2C3N2C3COC12,0
325,CCC12COCC1C2O,1
326,COCC1OC(=O)C1,1
327,CNC(=O)C1(C)CC1O,1
328,C1C2CCC(CC1)CC2,1
329,CC(CO)CC(C)=O,1
330,CC1(C2(CO)CC2)CO1,1
331,C#CCC(C)(C)CO,1
332,CC1=CC2CC1C(=O)O2,1
333,O=CCC1COC1=O,1
334,CC1(C)CC1C#CCO,1
335,CC#CC1C2C3CC1C32,1
336,CN=C1OCC2(CC2)C1,1
337,CC1COC2C(CO)N12,1
338,CC(C)(C)C(C#N)C#N,1
339,OC1CC12COC2,1
340,O=CC(O)C1(O)CCC1,1
341,CC1C2C3C4C(CN32)N13,0
342,O=C1NCC(O)C2CN12,1
343,O=CC(CO)CCC=O,1
344,O=CCCc1cnon1,1
345,C1=CC2C3CC3N2CC1,1
346,CN1C2C(=O)C3CN3C12,1
347,CC12C=CC(O)C1N2C,1
348,CC1COCCC12CO2,1
349,CC1(CO)CCCC1=O,1
350,C#CC(C)(CC)OC,1
351,C#CC(O)C12CC1CC2,1
352,O=C1C2CC3(CO3)C2N1,1
353,CC12C=CC(CC3N)C1C2,0
354,OC1C2OC3C1CC32,1
355,COC1CCCC1O,1
356,CC(=O)C1CCOC1=O,1
357,COCCC(=O)C1CC1,1
358,COCCC12CCC1C2,1
359,C1=CC2OC2CC=C1O,1
360,CNc1cnn(C)c1O,1
361,CC(=O)N1CC2CC12C,1
362,OC1CCC2CC1C2O,1
363,CC#CC1(C)OCC1C,1
364,CC1COC2(CCO2)C1,1
365,O=C1CCCC2OCC12,1
366,O=C1CC2CC12CO,1
367,OC1CC2(C3CC3)CC12,1
368,CC12CN1C1C(CC1)O2,1
369,CCCC1(C)OC12CC2,1
370,CC#CC(CO)CC=O,1
371,CC12OCC1CC2CO,1
372,C#CC(O)C#CC#N,1
373,O=CC12OCC1CC2O,1
374,C1=CC2CCCCC2O1,1
375,C#CC(C)C1CCOC1,1
376,O=C1CC(O)C2C(=O)C12,1
377,COC1C(CO)C1C,1
378,O=COC1C2CC1N2,1
379,CC1(C)CC1CC=O,1
380,COC1(C)CCCC1=O,1
381,OC1CC=CC2OC12,1
382,CN=C1OCC1OC,1
383,C#CC(C)C#CCC#N,1
384,O=CC12CN1CC2=N,1
385,CC1=C(C=O)NCC1O,1
386,CC#CCC1(C)CC1,1
387,CC(C)C(C)C#CCC,1
388,COC(C)OCC(C)=O,1
389,O=CC(O)c1ccc[nH]1,1
390,CC1CC(=O)CC1O,1
391,CC#CC1(O)CNC1=O,1
392,C#CC1(C)CC1C(C)=O,1
393,C1=CCC2C3C1C1C1C23,0
394,CC1CC2(C#N)C3C1C23,1
395,COCCC1(CC)CC1,1
396,CC1(C)C2C(O)C2C1O,1
397,CCC1C2CC(CO)O1,0
398,CC1CC2C3CC3C2N1,1
399,C1C2C3CCCC1C2C3,1
400,CC1CC(=O)N1C(C)=O,1
401,O=CC1OC1CC1CO1,1
402,CN=COCC1CO1,1
403,O=C1COC1CCO,1
404,CC(C)OCCC=O,1
405,CNc1ccno1,1
406,OC1CC12CC1(CC1)C2,1
407,CCCC12CCC1(C)O2,1
408,C1=CC2C3COC1(C1)C32,0
409,C#CC#CC(O)CO,1
410,CCC(C)C1CCC1=O,1
411,CCC1CC1C1(C)CC1,1
412,CC1CC(=O)N2CC12C,1
413,CC12CC(O)C(C)C1O2,1
414,CCC1C(=O)CC1C=O,1
415,CC1OC12CC1CC12O,1
416,O=CC1CCC1CCO,1
417,CC1C(=O)CCCC1C,1
418,C#CC1(C2CC2CCO)N1,0
419,CC(C)(O)C1CC2OC21,1
420,CCCC1C2CCC21,1
421,C1C2OC(C1)C1(CO1)C2,1
422,OC1COCCC2CC12,1
423,CC(=O)OC1C2CCO2,0
424,CNc1nc(C#N)no1,1
425,CC1=CC(C)C(C)O1,1
426,C#CC(C#C)(CO)C=O,1
427,CC1(C#N)CCC1(C)O,1
428,CC1C2OC3CC3N2C1,1
429,CCCCC1COCC1,1
430,CCC1(CO)CCC1,1
431,C#CC1OC12CCOC2,1
432,O=C1NC2CC2N=C1O,1
433,CC12OC1C1OCC2C1,1
434,CC(=O)C12CC1C1OC12,1
435,CNC(=O)N1CC1C,1
436,CC12CCC1(C=O)C2O,1
437,C1=CCc2occc2C1,1
438,COC1(C)COC(=O)C1,1
439,CC(=O)C1OC(=O)CO1,1
440,O=CC1(O)C2OCC21,1
441,CCC(C)N1CC(=O)C1,1
442,CN1CC1(C)OC=O,1
443,CC12CC1CCC1OC12,1
444,CC1(O)CC2C(CO)C21,1
445,CNc1c[nH]c(=O)cc1,1
446,CC(=O)OC(C)CC,1
447,CC(C#N)(C=O)C(N)=O,1
448,C1CC23CC2N3CC1,1
449,CCC12CC(O)C(O1)C2,1
450,CC(=O)C1=CC(C)CO1,1
451,CC1=CCCC1OC,1
452,CC12CN=C(C)C(=O)N12,0
453,CCC1OCC1C1CC1,1
454,CC1OCCCC2CC12,1
455,CCC1COC(=O)C1=O,1
456,CCC1C(=O)C(C)C1C,1
457,CC12CC(C1)C1OCC21,1
458,O=CNCC1CC1C=O,1
459,CC(=O)OC12CC1CO2,1
460,O=CNC1C2CC1C2,1
461,C1CC2C(C)N1CC21,0
462,CC(=O)C1OCC12CO2,1
463,C#CC1C=C(C#N)CC1,1
464,CCN=C1CC(C)C1=O,1
465,C#CCCC(=O)CO,1
466,CCC(O)C(C)CC,1
467,CC12CCC(CC1O)C2,1
468,CCC(O)C1C2OC1C2,1
469,CC1C(=O)C2C3CC2N13,1
470,OC1COC(CO)C1O,1
471,C#CC#CCC1(C)CO1,1
472,OC1C=CC2CC(C1)O2,1
473,CCC12CC1C1CC12C,1
474,C#CC#CC(C)CCO,1
475,CCC1(O)C2C3CC2C31,1
476,CC(=O)N1C2C(C)C2C1,1
477,CCC1(CC#N)NC1C,1
478,C#CC(CC)C(C)=O,1
479,C#CC1CC12COCO2,1
480,OC1C2OC2C12COC2,1
481,CC1(C)C2C3CC1CC32,1
482,COC1(C#N)CC2OC21,1
483,C#CC(CO)N1CC1,1
484,CC1C2C3CC(CC12)C3,1
485,OC1CC2(CCC2)C1O,1
486,CC1=CCC(CO)CC1,1
487,CC(=O)C1C(O)CC1=O,1
488,CC1C(=O)N2CC1CC2,1
489,O=C1CCC1C1CO1,1
490,CCC(C#N)NC(C)=O,1
491,CC(C)OC1CCC1,1
492,C1=CC2CC3C2OC13,1
493,C#CC12C3C4C3C1C42,1
494,C#CCC1(C)COC1=O,1
495,CCOCC(C)C#N,1
496,CC1=C(CO)C(=O)CC1,1
497,O=C1CC(O)C2CNC12,1
498,C#CC1CC(=O)C2CC12,1
499,CN=COC(C)CC=O,1
500,C1CC1CC12CC1CO2,1
501,CC12CC3CC1C(CO3)C2,1
502,OC1C2CC1C1(CC1)O2,1
503,CC12C=CC3C4C3C1C42,1
504,O=C1NC2CCC12CO,1
505,CC1C2OC1C3C(O)C23,1
506,C1=CC23CC(C1)CC1OC12,0
507,CC1C2OCC2(CO)O1,1
508,C1CC2(CO2)C2OC12,1
509,OC1C=CC2OCC2O1,1
510,C#CCC(C)C1CC1O,1
511,CC12CC3C1N1C2C31,1
512,CCC12OC3C4C(C31)C42,1
513,CC12COC(CC3O)C1C32,1
514,CC1=CC(=O)N2CC12,1
515,OC1C2OC3CCCC13C2,1
516,O=C1CC=CC(=O)C1,1
517,CCN(C)C(=O)CC=O,1
518,O=CCOC(=O)C1CC1,1
519,CC12C=CC3CC1OC32,1
520,CC1CCC(C2(C)CN12,0
521,CC1C(=O)C(C)CC1=O,1
522,C#CC1CCC2CC21,1
523,O=C1CC2C3CC2C3C1,1
524,CC1(C(=O)NC=O)CC1,1
525,CC(C)C1(C)CC1(C)O,1
526,CC(=O)C(C=O)C#N,1
527,O=C1C2CC(O)C2NC12,0
528,CCC1CC(CC)C1,1
529,CN=C1COC2CC2O1,1
530,C1CC2(C3OC32)C12CN12,0
531,CNc1c[nH]c(C)c1O,1
532,CC1=CC(=O)C=CCC1,1
533,CCC12CC1CC21CC1,1
534,C#CC1(O)C2CN3C2C31,1
535,C#CC(C=O)C#CC,1
536,C#CC1(C)C2CCC21C,1
537,CC12CC1CC1CC1C2,1
538,C#CC(C)C1OC1C,1
539,CC1(C#N)C(O)CCC1,1
540,COC(C)C(=O)CO,1
541,CC12CC1(C)C1(C)CC12,1
542,CCC1COC2CC2O1,1
543,CNC(=O)C1C(C)OC1,1
544,CC1C2C=CCC1(C)C2,1
545,O=C1CC=CC2CC1C2,1
546,CNc1cocc1OC,1
547,C1=CC2(C1)C3CC21OC13,1
548,CCC1C(=O)N2CC2C1,1
549,OC1CC2CCC21CC1,0
550,OC1CC2C(O)C2O1,1
551,O=C1C2CCCC12CO,1
552,O=C1CN=C2C3CC1C32,1
553,CN=C(N)C(C)(C)O,1
554,CC1=CCC(C)C(=O)O1,1
555,O=C1CN2CC2C2CC12,1
556,CC12CCCC3CC1C32,1
557,C#CC(O)C1CC1C,1
558,O=CCCc1ncno1,1
559,O=C1C2CC3OC1C2O3,1
560,CC12CN=COC1C2O,1
561,CCC1(C#N)CCOC1,1
562,CC(=O)C1C2C3CC23C1,1
563,CC1=CC2C3C4CC3C142,1
564,CCOCC(C)(C)CO,1
565,O=C1NCC2C(O)C12O,1
566,CCC1OCC2C(O)C12,1
567,COC(C)C(C)(C)O,1
568,CCC12CC1CC2(C)O,1
569,CN1CC1C1(C)CC1,1
570,CC1=CC2OCCC12C,1
571,CC1C2OC1C1(C)CC12,1
572,CN1CCCC(C)=NO,0
573,C1=CCC23CCCC23C1,0
574,OC1C=CC(C2CO2)C1,1
575,O=C1CC(O)C2CC12,1
576,OC1CCC2C(O)C12,1
577,C#CC1C2CC1C21CO1,1
578,CCOC1C2OCC1C2,1
579,COC12CN1CC1C2C1,1
580,O=CCC1COCO1,1
581,CCC1(O)CNC(=O)N1,1
582,C#CCC1(C)OC1C,1
583,CC1CC(C)C1(C)C=O,1
584,CC1C(CO)C2(C)OC12,1
585,C#CC1OC1CCO,1
586,CC12CC(C1=O)CO2,1
587,CC#CC1C(O)CC1O,1
588,OC1C2CN3CC1C2C3,1
589,C#CC(O)C(C)(C)C#N,1
590,CC1C2CC3C(O2)C13O,1
591,OC1CC2CCC1C1OC12,1
592,CC1C=CCC(=O)CC1,1
593,COC(C=O)C(C)=O,1
594,CCC12CC3C1CC32,1
595,COCC(C=O)C1CO1,1
596,C1C2OC3CC3OC12,1
597,OC1C2CC1C1OC21,1
598,CN=COC1CC2CN12,1
599,C1C2CC3(C1)OCC1O2,0
600,CC(C#N)C1CC(C)C1,1
601,C#CC#CC(C)(C)CO,1
602,CC12CCC1(CO)CC2,1
603,CC12CC(CC3(CC3)C12,0
604,OC1CC2CC3C2C13,1
605,COC1COC(=O)C1=O,1
606,CC12OC1C(C)C1(C)C2,0
607,O=CC1=CCOCOC1,1
608,C#CCC(C)(C)C(C)O,1
609,CC(C#N)OCCO,1
610,COC(C#N)C1CC1O,1
611,CCC1(C)CCC1CO,1
612,CC1=CC(CO)C2OC12,1
613,CC1=CCOC1(C)C#N,1
614,CC1C(C)C2(C)CC2N1,1
615,C1OC1C12CN3CC1C32,1
616,CC(=O)CC1(C)CC1,1
617,CN=C1OCC1(C)C#N,1
618,O=C1NCC2(CC2)C1=O,1
619,CC12OC1CC2(O)CC1O,0
620,O=C1CC2CC2(O)C1,1
621,CC1=C(C)CC(=O)CO1,1
622,O=C1CN2C3CC3C1O2,1
623,COCCN(C=O)CC,1
624,O=C1CCCCOC1=O,1
625,CN1C(=O)C(C=O)C1C,1
626,CC(=O)C#CC1(C)CC1,1
627,O=CCC1COC1,1
628,OC1C2C=CC3C1C23,1
629,CC(C=O)CCCC#N,1
630,OC1CCC2COCC12,1
631,CCOC(C)(C)C#N,1
632,C1=CCC2CC2(C1)CC1,0
633,CC#CCC1(C#N)CN1,1
634,CC12CN1CC2CCO,1
635,CC1C(C)C1(O)C1CC1,1
636,COC1C2C3C(O)C1C23,1
637,O=C1NC(=O)C1CO,1
638,CCCCC1C(C)C1C,1
639,C1CC12CC1C2C1,1
640,CC1CC1C#CCO,1
641,CCC1(C#N)COC1=O,1
642,O=C1CC(CO)CCO1,1
643,COC1C=CCC1C=O,1
644,CNc1oc(N)c(N)n1,1
645,CCC(C)C(C)(C)C#N,1
646,C#CCC1CCC1O,1
647,C1CC2CCC3CC3C12,1
648,COCC1OC1C1CO1,1
649,CNc1noc(C)c1O,1
650,CCC1(CC=O)CN1,1
651,CC1(O)CNC(=O)C1O,1
652,O=C1CCCC2(CC2)O1,1
653,CC1CC1C1CC(=O)O1,1
654,O=CN1CC12CCC2,1
655,CCC12CC(C)(C1)C2=O,1
656,CN1CC1C1OC1(C)C,1
657,O=CC(CO)C1CCC1,1
658,CC1=CCCC(CC1)C2O,0
659,C#CCC1(C#N)CC1C,1
660,C#CC1C(C=O)N1C,1
661,CCC(C#N)C#CCO,1
662,CC12CCC1(C)C1NC12,1
663,CN1C(=O)C2(C1)C1CC12,1
664,CC(C=O)CC#CCO,1
665,O=CCC1COC1=O,1
666,OC1C2C3C4C1N2C4C13,0
667,COC12CC(C1)C2=NO,1
668,CC(C)OC1COC1=O,1
669,CN1C(=O)C2C3NC3C12,1
670,OC1CC2C(O)C1C2C,1
671,C#CC12CC(C=O)C1N2,1
672,C1=C2CC3CC2C13O,1
673,CC12COC(C)C(C)C1O2,1
674,C1=CCCCCC2OC12,1
675,OC1COCCC1C=O,1
676,O=C1CC(O)C(=O)C1O,1
677,O=C1C2C3CC1(O)C23,1
678,C1=CC2(C3CC3)CC21,1
679,COC(C)C(C=O)CO,1
680,C#CC(O)C(C)(C)C,1
681,CC12C=CC(C1)C1CC12,1
682,CC1C(=O)CCC12CC2,1
683,CCCC1(C)COC1C,1
684,C#CC12CCC1C1CC12,1
685,C1C2C3C4C5C4CC1N43,0
686,CC12CC3OC1(C)C32,1
687,CC(C)C1OC12CC2O,1
688,C#CCC1(C)CC(=O)N1,1
689,O=CC1C2CC3OC3C12,1
690,CC1C2CC2C2CC12O,1
691,CCC1C2C3CC1OC32,1
692,C#CCCCOC(C)C,1
693,CC1=CCC(=O)C1(C)O,1
694,C#CCC(C#N)NC=O,1
695,O=CC1(C(=O)[O-])NC2C[NH2+]1,0
696,CC1C(CO)C2CNC12,1
697,O=C1NCCCCO1,1
698,CC(C)CC1CCCC1,1
699,OC1CCCC1CC=O,1
700,O=CC(O)CC1CCC1,1
701,CC(=O)C1CC1C=O,1
702,COC12CC1(C)N1CC12,1
703,C1=CC23CC(CC23)O1,0
704,COC(C)C(C=O)CO,1
705,CC1CCC(=O)N1C=O,1
706,CC12CC3C4CC1C42C3,1
707,O=CC1OC2CC(O)C12,1
708,O=CNCC1OCC1O,1
709,CC1CC(C)(C=O)C1O,1
710,CC(=O)C(=O)C(C)O,1
711,CC1C=CC(=O)C1O,1
712,CCC1C2C=CC(=O)C12,1
713,C#CC12CC1(C)C1CC12,1
714,CCCC(C)C1OC1C,1
715,CCC12CC(O)C1OC2,1
716,CCC(O)C1CC1C,1
717,OC1CC2CC1OCC2,1
718,C#CC(C#C)OCCO,1
719,CC1CC2CC1(C#N)C2,1
720,CC1C2CC1C2(CO)O,1
721,CC1C2NC(=O)CC1C2,1
