idx,smiles_raw,valid,smiles_canon
190,CC1(C)CC2C(O)C12O,1,CC1(C)CC2C(O)C21O
191,CC12CN=C(C=O)C1C2,1,CC12CN=C(C=O)C1C2
192,CC(C)(C#N)C(C)=O,1,CC(=O)C(C)(C)C#N
193,CC(C)COC(C)C#N,1,CC(C)COC(C)C#N
194,O=C1NC2(CO)CNC12,1,O=C1NC2(CO)CNC12
195,C1OC1CC1COC1,1,C1OCC1CC1CO1
196,O=CNCC1CC1O,1,O=CNCC1CC1O
197,CC(=O)N1CCC1C,1,CC(=O)N1CCC1C
198,C#CC1C(C)C1C1CC1,1,C#CC1C(C)C1C1CC1
199,CC12CC3CC3(CO1)C2,1,CC12CC3CC3(CO1)C2
200,CC1(O)CCCC1(C)O,1,CC1(O)CCCC1(C)O
201,OC1CC(O)C2OCC12,1,OC1CC(O)C2OCC12
202,OC1CC2CC2C2CC12,1,OC1CC2CC2C2CC12
203,CC1=CC2(C)CC1(C)O2,1,CC1=CC2(C)CC1(C)O2
204,C#CC(C#C)OCC#N,1,C#CC(C#C)OCC#N
205,CC(=O)C1OC(=O)CO1,1,CC(=O)C1OCC(=O)O1
206,CC12CC1C(=O)C1NC12,1,CC12CC1C(=O)C1NC12
207,COC1CC2C(C#N)C12,1,COC1CC2C(C#N)C12
208,C#CC#CC1OCC1=O,1,C#CC#CC1OCC1=O
209,CCC(CO)C(C)C#N,1,CCC(CO)C(C)C#N
210,O=CC1=CCC2(CO2)C1,1,O=CC1=CCC2(CO2)C1
211,CC(C)C(C)OCCO,1,CC(C)C(C)OCCO
212,O=C1CCC12COC2,1,O=C1CCC12COC2
213,C#CC(O)COCC=O,1,C#CC(O)COCC=O
214,C#CC1C2C(=O)N(C)C12,1,C#CC1C2C(=O)N(C)C12
215,O=C1C2C=CCC1N2,1,O=C1C2C=CCC1N2
216,CC(C#N)N(C)C=O,1,CC(C#N)N(C)C=O
217,CC(=O)CC1CC1CO,1,CC(=O)CC1CC1CO
218,O=C1CC2(C=O)COC12,1,O=CC12COC1C(=O)C2
219,CC1CC1(C)C#CC,1,CC#CC1(C)CC1C
220,OC1CCC12CN1CC12,1,OC1CCC12CN1CC12
221,C#CC(C#C)CCO,1,C#CC(C#C)CCO
222,CC12OC3C1N3C1CC12,1,CC12OC3C1N3C1CC12
223,CC1=CCCOC1=O,1,CC1=CCCOC1=O
224,CC(C)c1ccncn1,1,CC(C)c1ccncn1
225,C#CCC#CC1(C)CC1,1,C#CCC#CC1(C)CC1
226,CCC(CC#N)CO,1,CCC(CO)CC#N
227,CCC1(O)CC12COC2,1,CCC1(O)CC12COC2
228,CC1C(C)C1C1CCC1,1,CC1C(C)C1C1CCC1
229,CC1(C2CC2C=O)CC1,1,CC1(C2CC2C=O)CC1
230,CC12CC(O1)C1(C)CC12,1,CC12CC(O1)C1(C)CC21
231,CC(CO)C(C)(C#N)C#N,1,CC(CO)C(C)(C#N)C#N
232,C1C2C3C4OC2C14OC23,0,
233,CC(=O)C(=O)C#CC,1,CC#CC(=O)C(C)=O
234,CC1CC(C)(C=O)C1,1,CC1CC(C)(C=O)C1
235,CC(=O)C1CC1CC=O,1,CC(=O)C1CC1CC=O
236,O=COC1C2OC(C1)C2,1,O=COC1CC2CC1O2
237,OC1CC12CC1CCC12,1,OC1CC12CC1CCC12
238,CC(=O)N1CC(=O)CC1,1,CC(=O)N1CCC(=O)C1
239,OC1C=C2C3C4C2C4C13,1,OC1C=C2C3C1C1C2C31
240,CC1CC(C#N)C(=O)O1,1,CC1CC(C#N)C(=O)O1
241,C#CC(C)CO1,0,
242,C#CC(C#C)CCC=O,1,C#CC(C#C)CCC=O
243,CC(C)CCC(=O)C=O,1,CC(C)CCC(=O)C=O
244,C#CC(C)N1C=O,0,
245,O=C1CC=CC2C(O)C12,1,O=C1CC=CC2C(O)C12
246,OC1CCC2(CO2)CO1,1,OC1CCC2(CO1)CO2
247,OC1CC12C1CC3C2N13,1,OC1CC12C1CC3C2N31
248,O=CC1=CCC=CCO1,1,O=CC1=CCC=CCO1
249,O=CN1C=CC2COC12,1,O=CN1C=CC2COC21
250,CN1C(=O)CC(C)C1=O,1,CC1CC(=O)N(C)C1=O
251,C1=CC(CCOC2)CC1,0,
252,CC1C2NC2C2CN12,1,CC1C2NC2C2CN12
253,C1OC23CC1OC3CC2,1,C1OC23CCC2OC1C3
254,CC12CC1C1(CC1)C2O,1,CC12CC1C1(CC1)C2O
255,CCCC(C)(C=O)C=O,1,CCCC(C)(C=O)C=O
256,CC#CC(O)C1CC1,1,CC#CC(O)C1CC1
257,CC12CC(C#N)C1C2C,1,CC1C2C(C#N)CC12C
258,C1=C2CCCC3C2C13O,1,OC12C=C3CCCC1C32
259,CC1=C(CCCCC)CC1,1,CCCCCC1=C(C)CC1
260,C#CC1C2CC(CO1)C2,1,C#CC1OCC2CC1C2
261,C#CC(=O)OCC#N,1,C#CC(=O)OCC#N
262,CNC(=O)C#CC(C)O,1,CNC(=O)C#CC(C)O
263,CC1CC2(CO2)C1C#N,1,CC1CC2(CO2)C1C#N
264,OC1C2OC1C1CC2C1,1,OC1C2OC1C1CC2C1
265,CCC1OC1C#CCO,1,CCC1OC1C#CCO
266,O=COCC1C2CC1O2,1,O=COCC1C2CC1O2
267,CNc1ccnc(O)n1,1,CNc1ccnc(O)n1
268,CCC1(C)CC2CC1O2,1,CCC1(C)CC2CC1O2
269,CN1C2CC3(CO3)C2C1,1,CN1CC2C1CC21CO1
270,CC1(C)CC(=O)CCO1,1,CC1(C)CC(=O)CCO1
271,CC1(O)CC(=O)C1C,1,CC1C(=O)CC1(C)O
272,CC1CC1(O)C1CO1,1,CC1CC1(O)C1CO1
273,CC(C)(C)C(=O)C#N,1,CC(C)(C)C(=O)C#N
274,C#CC1=CCC2CC2O1,1,C#CC1=CCC2CC2O1
275,C1=C2OC3C1N3C1C2O,0,
276,C#CC1=CC2CC(O)C12,1,C#CC1=CC2CC(O)C12
277,O=CC12OCCC1C2,1,O=CC12CC1CCO2
278,C1COC12CC1OC21,1,C1CC2(CC3OC32)O1
279,COC1C(C=O)C2CC12,1,COC1C(C=O)C2CC21
280,CC1CCC(C2CC2)O1,1,CC1CCC(C2CC2)O1
281,CC(CO)CC(O)C#N,1,CC(CO)CC(O)C#N
282,CN1CC(C#N)C1(C)O,1,CN1CC(C#N)C1(C)O
283,OC1C=CCC12CC2,1,OC1C=CCC12CC2
284,O=C1CN2CC3CC2N13,1,O=C1CN2CC3CC2N13
285,CC(C)C1(C=O)CC1O,1,CC(C)C1(C=O)CC1O
286,CC(C)C1(C)CC1O,1,CC(C)C1(C)CC1O
287,CC1=CC2(C)CC3(C)C12,0,
288,CC1(C)OC1COC=O,1,CC1(C)OC1COC=O
289,CC1(C2CC2)CC1,1,CC1(C2CC2)CC1
290,O=C1NCCC2C=CC12,1,O=C1NCCC2C=CC12
291,C#CCC1=CC(=O)CC1,1,C#CCC1=CC(=O)CC1
292,O=CC12CN1CCC2O,1,O=CC12CN1CCC2O
293,CCC1(O)C(C)C1(C)O,1,CCC1(O)C(C)C1(C)O
294,CC1CC(=O)NC1C#N,1,CC1CC(=O)NC1C#N
295,C#CCC12OC1COC2,1,C#CCC12COCC1O2
296,CC#CC1COCC1O,1,CC#CC1COCC1O
297,CCC1OCCOC1=O,1,CCC1OCCOC1=O
298,CC1(CC#N)COCO1,1,CC1(CC#N)COCO1
299,COC1COCC(=O)O1,1,COC1COCC(=O)O1
300,C#CC12CNC1C2CO,1,C#CC12CNC1C2CO
301,CCCN(C)CCC#N,1,CCCN(C)CCC#N
302,COC1CC1C1CO1,1,COC1CC1C1CO1
303,C#CC(C)C(C)C1CO1,1,C#CC(C)C(C)C1CO1
304,OC1CC1COC1,0,
305,CC(C)CC(=O)C#N,1,CC(C)CC(=O)C#N
306,CC#CC1CCC1=O,1,CC#CC1CCC1=O
307,CNc1cc(O)c(O)[nH]1,1,CNc1cc(O)c(O)[nH]1
308,CC(=O)C1=CC(C)C1O,1,CC(=O)C1=CC(C)C1O
309,OC1CC1C12CN1CC2,1,OC1CC1C12CCN1C2
310,O=CC1OCC(CO)C1,1,O=CC1CC(CO)CO1
311,C1C2COC3C2C1CO3,1,C1OC2OCC3CC1C32
312,CNC(=O)OCC#N,1,CNC(=O)OCC#N
313,COC1C(=O)C2OC21,1,COC1C(=O)C2OC12
314,CC(C)(CC)C1OC1C,1,CCC(C)(C)C1OC1C
315,CC1(O)C2OC(=N)OC12,1,CC1(O)C2OC(=N)OC21
316,C#CCCCOCC=O,1,C#CCCCOCC=O
317,OC1CCCCCC1O,1,OC1CCCCCC1O
318,OC1C2COCC12CO,1,OCC12COCC1C2O
319,CC(=O)C(C)(C)CO,1,CC(=O)C(C)(C)CO
320,CC1CCCC2OC2C1,1,CC1CCCC2OC2C1
321,CC1(CCO)CCCO1,1,CC1(CCO)CCCO1
322,C1=CC2CC1CO2,1,C1=CC2CC1CO2
323,CC1(O)CCC(=O)O1,1,CC1(O)CCC(=O)O1
324,CN1C2C3C4C1N2C4N3,1,CN1C2C3NC4C3C1N42
325,CC(C=O)C12CC(C1)C2,1,CC(C=O)C12CC(C1)C2
326,C1CC2C(CO1)C21CC1,1,C1CC2C(CO1)C21CC1
327,O=CC1OC2C(O)C2O1,1,O=CC1OC2C(O)C2O1
328,O=C1CC2CC3CC1C32,1,O=C1CC2CC3CC1C23
329,CC(C)(O)C(N)C#N,1,CC(C)(O)C(N)C#N
330,CCC1CC(CC=O)O1,1,CCC1CC(CC=O)O1
331,CC1C2N3CC2C13C,1,CC1C2C3CN2C13C
332,CC1C2C(=O)N1C=N2,1,CC1C2N=CN1C2=O
333,COC1CC(=O)C2NC12,1,COC1CC(=O)C2NC12
334,CC1(C)C2C3CC2(C)C13,1,CC1(C)C2C3CC2(C)C31
335,CCC#CC(C)(C)C,1,CCC#CC(C)(C)C
336,CCC1CCC2(C#N)N1,0,
337,C1OC2C1OC1C3OC12C3,1,C1OC2C1OC1C3CC21O3
338,C#CC#CC(C#N)C#N,1,C#CC#CC(C#N)C#N
339,CCC1OC12CN1CC12,1,CCC1OC12CN1CC12
340,O=C1NC2CC3CC1N32,1,O=C1NC2CC3CC1N32
341,C#CCCC(C)C(N)=O,1,C#CCCC(C)C(N)=O
342,OC1C2CN3CC3C12O,1,OC1C2CN3CC3C12O
343,CC1=CC2C(C#N)CC12,1,CC1=CC2C(C#N)CC12
344,OC1C2C3CC3(O)C1C2,1,OC1C2CC1C1(O)CC21
345,CCC1(O)CC1(C)C=O,1,CCC1(O)CC1(C)C=O
346,C1=CC2OC3CCCC23,0,
347,C1OCC2(CC2)C2CN12,1,C1OCC2(CC2)C2CN12
348,CCN=C(C#N)N(C)C,1,CCN=C(C#N)N(C)C
349,COC1CC(=O)C12CC2,1,COC1CC(=O)C12CC2
350,C#CC1(C)CN=C(C)O1,1,C#CC1(C)CN=C(C)O1
351,CN=C1OC2CC(C)C12,1,CN=C1OC2CC(C)C12
352,CN=COCC1(C)CC1,1,CN=COCC1(C)CC1
353,COC1C=CCC1=O,1,COC1C=CCC1=O
354,CCC(C)(C#N)C(N)=O,1,CCC(C)(C#N)C(N)=O
355,CC1C2OC(=N)OC12C,1,CC1C2OC(=N)OC12C
356,CC(C)C1CN1C(C)=O,1,CC(=O)N1CC1C(C)C
357,CC1(O)CC1(C)C1CC1,1,CC1(O)CC1(C)C1CC1
358,C1=Cc2cnoc2N2C1,0,
359,CC#CCCC1CC1O,1,CC#CCCC1CC1O
360,CCC1CC(=O)N1C=O,1,CCC1CC(=O)N1C=O
361,CN1C(=O)CC1OC,1,COC1CC(=O)N1C
362,CC1=CC(C)OCC1=O,1,CC1=CC(C)OCC1=O
363,CC(C)(C)C#CCO,1,CC(C)(C)C#CCO
364,O=CCNCCC1CO1,1,O=CCNCCC1CO1
365,C#CC1C2OC(=N)CC12,1,C#CC1C2CC(=N)OC12
366,CC1(C=O)CCOC1=O,1,CC1(C=O)CCOC1=O
367,C#CC1(C)C2COC2C1,1,C#CC1(C)CC2OCC21
368,C#CC(O)C(=O)CO,1,C#CC(O)C(=O)CO
369,CN1CCC(=O)N1C=O,1,CN1CCC(=O)N1C=O
370,COCC1OC(=O)C1O,1,COCC1OC(=O)C1O
371,CC1CC(C)C2CC2O1,1,CC1CC(C)C2CC2O1
372,C1C2OC3CC3C1O2,1,C1C2OC1C1CC1O2
373,CC#CC12CC(C)(C1)O2,1,CC#CC12CC(C)(C1)O2
374,OC1CC2C(C3O)C2N13,1,OC1CC2C3C(O)N1C23
375,COC(C)C(C)(C)O,1,COC(C)C(C)(C)O
376,CCC(C)CC1CO1,1,CCC(C)CC1CO1
377,C1OC2C(C1)C1CC3C1C23,1,C1CC2C3CC4C3C4C2O1
378,C#CC(C)C1CC1C=O,1,C#CC(C)C1CC1C=O
379,C#CC(O)C(=O)N1CC1,1,C#CC(O)C(=O)N1CC1
380,C1OC2C3C4C1N3C24,1,C1OC2C3C4C1N3C24
381,CN=C(N)CC#N,1,CN=C(N)CC#N
382,C1=Cc2c[nH]cc2CN1,1,C1=Cc2c[nH]cc2CN1
383,CCC12CC1(C)C1CC12,1,CCC12CC1(C)C1CC12
384,C#CC1(O)COC1C,1,C#CC1(O)COC1C
385,CCC1OC(=O)C1C=O,1,CCC1OC(=O)C1C=O
386,CCC(=O)C1(C)CC1,1,CCC(=O)C1(C)CC1
387,CC(=O)C1(CC)CO1,1,CCC1(C(C)=O)CO1
388,CC1C2OC2C12CCC2,1,CC1C2OC2C12CCC2
389,OC1CC2CC(O)C1O2,1,OC1CC2CC(O)C1O2
390,C#CC12C3CC1(C)C1C32,0,
391,OC1CC2C3CC2(C1)C3,1,OC1CC2C3CC2(C1)C3
392,CC(=O)C1OCC1CO,1,CC(=O)C1OCC1CO
393,COC1CC1C1CC1O,1,COC1CC1C1CC1O
394,CC1=CC(C)OC(=O)C1,1,CC1=CC(C)OC(=O)C1
395,CCC(CC)OCCO,1,CCC(CC)OCCO
396,C#CCC1OC1(C)C#N,1,C#CCC1OC1(C)C#N
397,O=C1NC(=O)C2CN12,1,O=C1NC(=O)N2CC12
398,C#CC#CC1(C#N)CC1,1,C#CC#CC1(C#N)CC1
399,C1=CC(CO2)C2CC1C2,0,
400,CC12OC3C(OCC1)C32,1,CC12CCOC3C(O1)C32
401,C1CC2(C1)C1CN2C1,1,C1CC2(C1)C1CN2C1
402,CC(C)C1(C)CNC1=O,1,CC(C)C1(C)CNC1=O
403,O=C1C2CC3OCC3N12,1,O=C1C2CC3OCC3N12
404,C#CCC1CCC1O,1,C#CCC1CCC1O
405,O=C1CC2C3CC2C3C1,1,O=C1CC2C3CC2C3C1
406,OC1CC1C1(O)COC1,1,OC1CC1C1(O)COC1
407,O=COC1C2CC(C2)O1,1,O=COC1OC2CC1C2
408,CC(=O)C1CC2C(O)C12,1,CC(=O)C1CC2C(O)C12
